power	self_proposition	perc_for	max_result	earlier_winner
0	1	0.56	42.73	0
0	1	0.36	42.73	0
0	1	35.65	35.65	1
0	0	31.82	35.65	0
1	0	11.37	35.65	0
0	0	7.04	35.65	0
0	0	3.64	35.65	0
0	1	2.68	35.65	0
0	1	1.48	35.65	0
0	1	1.27	35.65	0
0	0	0.96	35.65	0
0	1	0.77	35.65	0
0	1	0.76	35.65	0
0	1	0.36	35.65	0
0	1	0.33	35.65	0
0	0	0.32	35.65	0
0	1	0.3	35.65	0
0	1	0.26	35.65	0
0	1	0.25	35.65	0
0	1	0.23	35.65	0
0	1	0.23	35.65	0
0	1	0.17	35.65	0
0	1	29.4	29.4	1
0	0	20.51	29.4	0
0	1	19.98	29.4	0
0	1	8.28	29.4	0
0	1	5.64	29.4	0
0	0	4.91	29.4	0
0	0	2.51	29.4	0
0	1	2.22	29.4	0
0	0	1.33	29.4	0
0	0	1.31	29.4	0
1	0	1.02	29.4	0
0	0	0.83	29.4	0
0	1	0.47	29.4	0
0	0	0.38	29.4	0
0	1	0.26	29.4	0
0	1	0.26	29.4	0
0	1	0.24	29.4	0
0	1	0.18	29.4	0
0	1	0.17	29.4	0
0	1	28.74	28.74	0
0	0	26.02	28.74	0
0	1	12.59	28.74	1
0	0	11.97	28.74	0
0	1	5.66	28.74	0
0	1	5.26	28.74	0
0	0	2.88	28.74	0
0	1	2.22	28.74	0
1	0	1.65	28.74	0
0	0	1.34	28.74	0
0	1	0.81	28.74	0
0	1	0.43	28.74	0
0	1	0.38	28.74	0
1	0	29.9	29.9	0
0	0	22.79	29.9	0
0	0	17.96	29.9	0
0	1	11.18	29.9	0
0	1	8.7	29.9	0
0	0	3.75	29.9	0
0	0	2.88	29.9	0
0	1	0.93	29.9	0
0	1	0.68	29.9	0
0	0	0.67	29.9	0
0	0	0.36	29.9	0
0	1	0.14	29.9	0
0	0	52.04	52.04	0
1	0	33.91	52.04	0
0	0	6.54	52.04	0
0	0	2.37	52.04	0
0	0	2.01	52.04	0
0	1	0.59	52.04	0
0	1	0.56	52.04	0
0	0	0.55	52.04	0
0	0	0.51	52.04	0
0	0	0.44	52.04	0
0	1	0.26	52.04	0
0	0	0.15	52.04	0
0	0	40.31	40.31	0
1	0	26.42	40.31	1
0	1	14.53	40.31	0
0	0	6.28	40.31	0
0	1	3.49	40.31	0
0	1	2.28	40.31	0
0	0	1.82	40.31	0
0	0	1.6	40.31	0
0	0	1.22	40.31	1
0	1	1.2	40.31	0
0	1	0.79	40.31	0
1	0	51.73	51.73	0
0	0	13.64	51.73	0
0	0	7.24	51.73	0
0	1	6.2	51.73	0
0	1	4.48	51.73	0
0	1	4.31	51.73	0
0	1	3.57	51.73	0
0	0	3.54	51.73	0
0	0	2.01	51.73	0
0	0	1.87	51.73	0
0	1	1.36	51.73	0
1	0	57.54	57.54	0
0	0	14.43	57.54	0
0	1	8.41	57.54	0
0	1	8.03	57.54	1
0	1	2.7	57.54	0
0	1	2.39	57.54	0
0	0	1.63	57.54	0
0	1	1.36	57.54	0
0	1	1.01	57.54	0
0	0	0.94	57.54	0
0	0	0.88	57.54	0
0	1	0.62	57.54	0
0	0	50.2	50.2	0
1	0	28.11	50.2	0
0	0	8.42	50.2	0
0	0	6.58	50.2	0
0	0	1.22	50.2	0
0	1	1.05	50.2	0
0	1	0.96	50.2	0
0	0	0.92	50.2	0
0	0	0.73	50.2	0
0	1	0.42	50.2	0
0	1	0.41	50.2	0
0	1	0.36	50.2	0
0	1	0.3	50.2	0
0	1	0.25	50.2	0
0	1	40.63	40.63	1
1	0	19.52	40.63	0
0	0	17.71	40.63	0
0	0	6.69	40.63	0
0	0	6.32	40.63	0
0	0	2.95	40.63	0
0	1	2.66	40.63	0
0	0	1.0	40.63	0
0	0	0.49	40.63	0
0	0	0.44	40.63	0
0	0	0.39	40.63	0
0	0	0.35	40.63	0
0	1	0.33	40.63	0
0	1	0.26	40.63	0
0	0	0.18	40.63	0
0	1	38.13	38.13	0
0	0	14.09	38.13	0
0	0	10.79	38.13	0
0	0	10.03	38.13	0
0	0	7.86	38.13	0
0	1	7.73	38.13	0
0	1	4.2	38.13	1
0	1	2.21	38.13	0
0	1	1.77	38.13	0
0	1	1.2	38.13	0
0	1	1.09	38.13	0
0	0	0.83	38.13	0
0	0	55.67	55.67	0
0	1	25.54	55.67	0
0	0	8.82	55.67	0
0	1	2.8	55.67	0
0	0	2.59	55.67	0
0	0	0.92	55.67	0
0	0	0.84	55.67	0
0	0	0.74	55.67	0
0	1	0.55	55.67	0
0	1	0.49	55.67	0
0	1	0.48	55.67	0
0	1	0.26	55.67	0
0	0	0.23	55.67	0
0	1	46.52	46.52	0
0	0	24.12	46.52	0
0	0	5.87	46.52	0
0	1	4.52	46.52	0
0	0	4.19	46.52	0
0	1	3.99	46.52	0
0	0	3.2	46.52	0
0	1	3.01	46.52	0
0	1	2.03	46.52	0
0	0	0.95	46.52	0
0	1	0.55	46.52	0
0	1	0.52	46.52	0
0	1	0.46	46.52	0
0	1	34.22	34.22	0
0	0	21.25	34.22	0
0	1	15.77	34.22	0
0	1	10.11	34.22	0
0	0	5.91	34.22	0
1	0	3.5	34.22	0
0	0	3.08	34.22	0
0	0	2.25	34.22	0
0	1	1.06	34.22	0
0	1	1.05	34.22	0
0	1	0.96	34.22	0
0	1	0.79	34.22	0
0	0	30.4	30.4	1
1	0	26.51	30.4	0
0	0	26.2	30.4	0
0	0	3.77	30.4	0
0	1	3.13	30.4	0
0	1	2.21	30.4	0
0	1	1.75	30.4	0
0	0	1.02	30.4	0
0	1	0.9	30.4	0
0	1	0.79	30.4	0
0	0	0.71	30.4	0
0	0	0.58	30.4	0
0	1	0.4	30.4	0
0	1	0.35	30.4	0
0	1	0.35	30.4	0
0	1	0.31	30.4	0
0	0	0.28	30.4	0
0	1	0.24	30.4	0
0	0	30.22	30.22	0
0	1	15.77	30.22	0
0	0	13.39	30.22	0
0	1	11.46	30.22	0
0	1	9.0	30.22	0
0	1	6.47	30.22	0
0	1	2.85	30.22	0
0	0	1.97	30.22	0
1	0	1.96	30.22	0
0	1	1.92	30.22	0
0	1	0.53	30.22	0
0	1	0.52	30.22	0
0	0	0.43	30.22	0
0	0	0.38	30.22	0
0	0	0.34	30.22	0
0	1	0.25	30.22	0
0	0	0.23	30.22	0
0	0	0.22	30.22	0
0	1	0.22	30.22	0
0	0	0.21	30.22	0
0	0	0.17	30.22	0
0	1	0.14	30.22	0
0	1	0.12	30.22	0
0	1	0.11	30.22	0
0	1	0.09	30.22	0
0	1	0.08	30.22	0
0	1	0.08	30.22	0
0	1	0.08	30.22	0
0	1	0.07	30.22	0
0	1	0.06	30.22	0
0	0	0.06	30.22	0
0	1	0.06	30.22	0
0	1	0.06	30.22	0
0	1	0.05	30.22	0
0	1	0.05	30.22	0
0	0	0.05	30.22	0
0	1	0.05	30.22	0
0	1	0.05	30.22	0
0	1	0.03	30.22	0
0	0	36.66	36.66	1
0	1	15.91	36.66	0
0	0	14.87	36.66	0
1	0	14.27	36.66	0
0	1	9.16	36.66	0
0	0	2.45	36.66	0
0	1	1.87	36.66	0
0	1	1.21	36.66	0
0	0	0.82	36.66	0
0	1	0.75	36.66	0
0	0	0.74	36.66	0
0	1	0.48	36.66	0
0	1	0.42	36.66	0
0	0	0.31	36.66	0
0	0	38.91	38.91	0
0	1	33.52	38.91	0
0	0	4.17	38.91	0
1	0	3.7	38.91	0
0	1	3.22	38.91	0
0	0	2.96	38.91	0
0	0	2.68	38.91	0
0	1	1.9	38.91	0
0	1	1.33	38.91	0
0	1	1.05	38.91	0
0	1	0.82	38.91	0
0	1	0.8	38.91	0
0	1	0.73	38.91	0
0	1	0.63	38.91	0
0	1	0.61	38.91	0
0	1	0.58	38.91	0
0	1	0.51	38.91	0
0	0	0.51	38.91	0
0	0	0.49	38.91	0
0	1	0.4	38.91	0
0	1	0.37	38.91	0
0	0	33.14	33.14	0
0	1	32.95	33.14	0
0	0	19.01	33.14	0
0	0	3.19	33.14	0
1	0	2.95	33.14	0
0	1	2.05	33.14	0
0	0	1.67	33.14	0
0	0	0.91	33.14	0
0	1	0.9	33.14	0
0	1	0.76	33.14	0
0	1	0.76	33.14	0
0	1	0.68	33.14	0
0	1	0.44	33.14	0
0	1	0.28	33.14	0
0	1	0.22	33.14	0
0	0	29.27	29.27	0
0	1	27.7	29.27	0
0	0	17.09	29.27	0
0	1	4.57	29.27	0
1	0	3.57	29.27	0
0	0	3.27	29.27	0
0	1	3.0	29.27	0
0	1	1.86	29.27	0
0	0	0.87	29.27	0
0	1	0.84	29.27	0
0	0	0.79	29.27	0
0	1	0.78	29.27	0
0	1	0.76	29.27	0
0	1	0.58	29.27	0
0	1	0.54	29.27	0
0	0	0.53	29.27	0
0	1	0.5	29.27	0
0	1	0.5	29.27	0
0	0	0.43	29.27	0
0	1	0.42	29.27	0
0	0	0.39	29.27	0
0	1	0.38	29.27	0
0	0	0.37	29.27	0
0	1	0.28	29.27	0
0	1	0.23	29.27	0
0	1	0.23	29.27	0
0	1	0.13	29.27	0
0	0	31.75	31.75	0
0	1	25.45	31.75	0
0	0	15.48	31.75	0
0	1	5.18	31.75	0
0	1	4.32	31.75	0
1	0	2.65	31.75	0
0	1	2.63	31.75	0
0	0	2.61	31.75	0
0	0	2.56	31.75	0
0	1	1.3	31.75	0
0	0	1.03	31.75	0
0	0	0.85	31.75	0
0	1	0.77	31.75	0
0	1	0.73	31.75	0
0	1	0.56	31.75	0
0	0	0.53	31.75	0
0	1	0.41	31.75	0
0	0	0.34	31.75	0
0	1	0.26	31.75	0
0	1	0.2	31.75	0
0	1	0.15	31.75	0
0	1	0.12	31.75	0
0	0	38.85	38.85	0
0	1	25.77	38.85	0
0	1	11.76	38.85	0
1	0	6.05	38.85	0
0	0	4.93	38.85	1
0	0	3.36	38.85	0
0	1	1.64	38.85	0
0	1	1.28	38.85	0
0	0	1.1	38.85	0
0	1	1.08	38.85	0
0	1	0.86	38.85	0
0	1	0.85	38.85	0
0	0	0.77	38.85	0
0	1	0.52	38.85	0
0	0	0.43	38.85	0
0	1	0.39	38.85	0
0	1	0.26	38.85	0
0	0	44.2	44.2	1
0	1	30.3	44.2	0
0	1	4.65	44.2	0
1	0	3.15	44.2	0
0	0	2.75	44.2	0
0	1	2.68	44.2	0
0	1	1.86	44.2	0
0	1	1.24	44.2	0
0	1	1.22	44.2	0
0	0	1.11	44.2	0
0	0	0.97	44.2	0
0	1	0.76	44.2	0
0	1	0.63	44.2	0
0	1	0.62	44.2	0
0	1	0.44	44.2	0
0	1	0.42	44.2	0
0	1	0.41	44.2	0
0	1	0.39	44.2	0
0	1	0.31	44.2	0
0	1	0.24	44.2	0
0	1	0.23	44.2	0
0	1	0.21	44.2	0
0	1	0.19	44.2	0
0	1	0.18	44.2	0
0	1	0.14	44.2	0
0	1	0.14	44.2	0
0	1	0.14	44.2	0
0	1	0.13	44.2	0
0	1	0.13	44.2	0
0	0	32.03	32.03	0
0	0	14.06	32.03	0
0	1	11.37	32.03	0
0	0	10.73	32.03	0
1	0	6.65	32.03	0
0	1	4.42	32.03	0
0	1	3.99	32.03	0
0	0	3.33	32.03	0
0	1	1.69	32.03	0
0	0	1.51	32.03	0
0	1	1.19	32.03	0
0	0	1.13	32.03	0
0	0	1.05	32.03	0
0	1	1.05	32.03	0
0	0	0.87	32.03	0
0	1	0.64	32.03	0
0	1	0.61	32.03	0
0	1	0.52	32.03	0
0	0	0.49	32.03	0
0	1	0.42	32.03	0
0	1	0.35	32.03	0
0	0	0.32	32.03	0
0	0	0.29	32.03	0
0	0	0.27	32.03	0
0	1	0.26	32.03	0
0	1	0.22	32.03	0
0	1	0.18	32.03	0
0	0	0.14	32.03	0
0	1	0.09	32.03	0
0	0	30.52	30.52	0
0	0	20.24	30.52	0
0	1	18.03	30.52	0
0	1	12.12	30.52	1
0	0	4.65	30.52	0
0	1	3.48	30.52	0
1	0	2.53	30.52	0
0	0	1.41	30.52	0
0	0	1.03	30.52	0
0	0	0.91	30.52	0
0	1	0.91	30.52	0
0	1	0.91	30.52	0
0	1	0.75	30.52	0
0	1	0.59	30.52	0
0	1	0.55	30.52	0
0	1	0.46	30.52	0
0	0	0.33	30.52	0
0	1	0.27	30.52	0
0	0	0.22	30.52	0
0	0	33.87	33.87	0
0	0	25.88	33.87	0
1	0	20.94	33.87	0
0	0	4.52	33.87	0
0	1	2.96	33.87	0
0	1	2.36	33.87	0
0	1	2.17	33.87	0
0	0	0.89	33.87	0
0	1	0.84	33.87	0
0	0	0.83	33.87	0
0	0	0.73	33.87	0
0	0	0.57	33.87	0
0	1	0.57	33.87	0
0	0	0.56	33.87	0
0	0	0.41	33.87	0
0	1	0.39	33.87	0
0	1	0.34	33.87	0
0	1	0.3	33.87	0
0	1	0.27	33.87	0
0	0	0.26	33.87	0
0	1	0.23	33.87	0
0	1	27.57	27.57	0
0	0	27.12	27.57	0
0	0	15.96	27.57	0
0	0	8.22	27.57	0
1	0	4.2	27.57	0
0	0	3.42	27.57	0
0	1	3.24	27.57	0
0	0	1.94	27.57	0
0	1	1.76	27.57	0
0	1	1.34	27.57	1
0	1	0.77	27.57	0
0	0	0.68	27.57	0
0	1	0.6	27.57	0
0	1	0.52	27.57	0
0	1	0.51	27.57	0
0	1	0.39	27.57	0
0	1	0.29	27.57	0
0	1	0.28	27.57	0
0	1	0.28	27.57	0
0	1	0.23	27.57	0
0	1	0.22	27.57	0
0	1	0.14	27.57	0
0	1	0.12	27.57	0
0	1	0.1	27.57	0
1	0	42.64	42.64	0
0	0	27.8	42.64	0
0	0	16.08	42.64	0
0	0	4.29	42.64	0
0	0	3.41	42.64	0
0	0	1.66	42.64	0
0	0	1.57	42.64	0
0	0	0.93	42.64	0
0	1	0.85	42.64	0
0	0	0.71	42.64	0
1	0	43.01	43.01	0
0	0	20.3	43.01	0
0	1	11.33	43.01	0
0	1	9.45	43.01	0
0	0	3.19	43.01	0
0	0	2.75	43.01	0
0	0	2.04	43.01	0
0	1	1.15	43.01	0
0	1	1.08	43.01	0
0	0	1.07	43.01	0
0	1	0.9	43.01	0
0	1	0.78	43.01	0
0	1	0.68	43.01	0
0	1	0.67	43.01	0
0	0	0.64	43.01	0
0	0	0.46	43.01	0
0	0	0.41	43.01	0
1	0	51.37	51.37	1
0	0	12.42	51.37	1
0	0	10.31	51.37	0
0	1	8.48	51.37	1
0	1	3.56	51.37	1
0	0	2.18	51.37	0
0	0	1.88	51.37	0
0	0	1.83	51.37	0
0	1	1.6	51.37	0
0	1	1.16	51.37	0
0	1	1.02	51.37	0
0	1	0.88	51.37	0
0	1	0.75	51.37	0
0	1	0.74	51.37	0
0	0	0.61	51.37	1
0	0	0.49	51.37	0
0	1	0.38	51.37	0
0	1	0.27	51.37	0
1	0	64.04	64.04	0
0	0	13.9	64.04	0
0	0	6.73	64.04	0
0	0	3.21	64.04	0
0	1	2.81	64.04	0
0	0	2.15	64.04	1
0	1	1.48	64.04	0
0	0	1.43	64.04	1
0	1	1.1	64.04	0
0	0	1.01	64.04	0
0	0	0.96	64.04	0
0	1	0.61	64.04	0
0	1	0.51	64.04	0
0	1	44.79	44.79	1
1	0	41.29	44.79	1
0	1	8.02	44.79	0
0	1	1.82	44.79	1
0	0	1.44	44.79	0
0	0	0.98	44.79	0
0	1	0.93	44.79	0
0	1	0.37	44.79	0
0	1	0.3	44.79	0
1	0	42.57	42.57	1
0	0	10.56	42.57	0
0	1	9.42	42.57	1
0	1	8.78	42.57	1
0	1	8.71	42.57	0
0	0	4.09	42.57	1
0	1	3.25	42.57	0
0	0	2.6	42.57	0
0	1	2.2	42.57	0
0	0	1.73	42.57	0
0	0	1.56	42.57	0
0	1	1.16	42.57	0
0	1	0.85	42.57	0
0	1	0.83	42.57	0
0	1	0.79	42.57	0
0	1	0.68	42.57	0
0	1	0.15	42.57	0
1	0	34.04	34.04	0
1	0	29.18	34.04	1
0	1	11.06	34.04	0
0	0	6.3	34.04	0
0	0	5.12	34.04	0
0	1	4.63	34.04	1
0	0	2.08	34.04	0
0	1	1.94	34.04	0
0	0	1.68	34.04	1
0	1	1.37	34.04	0
0	1	1.08	34.04	0
0	1	0.79	34.04	0
0	1	0.65	34.04	0
0	1	21.61	21.61	1
0	1	21.57	21.61	0
0	1	11.16	21.61	1
0	1	8.44	21.61	1
0	0	8.15	21.61	0
0	1	7.97	21.61	0
0	1	4.15	21.61	1
0	0	2.34	21.61	0
0	0	1.98	21.61	0
0	1	1.79	21.61	0
0	1	1.64	21.61	0
0	1	1.6	21.61	1
0	1	1.4	21.61	0
0	0	1.35	21.61	0
0	0	0.84	21.61	1
0	1	0.65	21.61	0
0	1	0.63	21.61	0
0	1	0.62	21.61	0
0	1	0.47	21.61	0
0	1	0.43	21.61	0
0	1	0.33	21.61	0
0	1	0.31	21.61	0
0	1	0.3	21.61	0
0	1	0.16	21.61	0
0	1	47.63	47.63	1
1	0	27.15	47.63	0
0	0	6.84	47.63	0
0	0	6.43	47.63	0
0	1	3.29	47.63	0
0	1	3.11	47.63	0
0	1	2.44	47.63	0
0	0	1.76	47.63	0
0	0	1.31	47.63	1
1	0	51.68	51.68	0
0	1	14.82	51.68	1
0	0	12.48	51.68	0
0	0	11.8	51.68	1
0	1	3.21	51.68	1
0	1	1.89	51.68	0
0	0	1.4	51.68	0
0	1	1.01	51.68	0
0	0	0.86	51.68	0
0	1	0.79	51.68	0
1	0	30.69	30.69	1
0	1	17.13	30.69	0
0	0	10.72	30.69	1
0	1	9.15	30.69	0
0	1	8.25	30.69	0
0	0	7.38	30.69	0
0	0	6.89	30.69	0
0	1	2.21	30.69	0
0	1	2.01	30.69	0
0	1	1.79	30.69	0
0	1	1.74	30.69	0
0	0	1.17	30.69	1
0	1	0.82	30.69	0
0	1	35.24	35.24	1
1	0	20.53	35.24	0
0	0	9.08	35.24	1
0	1	8.57	35.24	1
0	1	7.99	35.24	0
0	1	7.81	35.24	0
0	0	5.76	35.24	0
0	1	1.67	35.24	0
0	1	1.26	35.24	0
0	1	0.85	35.24	0
0	0	0.8	35.24	1
0	0	0.39	35.24	0
0	1	63.49	63.49	1
0	0	14.12	63.49	0
0	0	9.15	63.49	0
0	1	7.25	63.49	0
0	0	2.58	63.49	0
0	1	2.11	63.49	0
0	0	0.68	63.49	1
0	0	0.6	63.49	0
1	0	24.24	24.24	0
0	1	24.21	24.24	0
1	0	10.93	24.24	0
0	1	8.36	24.24	0
0	0	7.18	24.24	0
0	1	7.01	24.24	0
0	1	5.2	24.24	0
0	1	3.45	24.24	0
0	1	2.65	24.24	1
0	0	2.19	24.24	0
0	1	1.38	24.24	0
0	0	1.17	24.24	0
0	0	1.13	24.24	1
0	0	0.7	24.24	0
0	1	0.13	24.24	0
0	1	40.9	40.9	1
0	0	22.17	40.9	0
0	1	12.88	40.9	1
0	0	8.18	40.9	0
0	1	4.68	40.9	0
0	0	2.26	40.9	1
0	0	1.97	40.9	0
0	1	1.93	40.9	0
0	0	1.73	40.9	0
0	1	1.23	40.9	0
0	1	1.02	40.9	0
0	1	1.01	40.9	0
0	1	30.9	30.9	1
1	0	19.67	30.9	0
0	1	15.76	30.9	0
0	0	8.7	30.9	0
0	0	5.79	30.9	0
0	1	5.7	30.9	0
0	0	4.42	30.9	1
0	0	4.05	30.9	0
0	0	3.43	30.9	0
0	0	1.52	30.9	0
1	0	27.9	27.9	1
0	0	27.21	27.9	0
1	0	8.98	27.9	0
0	0	8.69	27.9	0
0	1	7.49	27.9	1
0	1	4.75	27.9	0
0	1	3.91	27.9	1
0	0	3.68	27.9	0
0	0	3.04	27.9	0
0	1	1.52	27.9	0
0	1	1.18	27.9	0
0	1	0.9	27.9	0
0	0	0.68	27.9	1
1	0	36.18	36.18	0
0	0	25.62	36.18	1
1	0	9.69	36.18	0
0	0	7.32	36.18	0
0	0	4.94	36.18	0
0	1	4.1	36.18	0
0	0	3.47	36.18	0
0	0	2.73	36.18	0
0	0	2.3	36.18	0
0	0	1.67	36.18	0
0	0	1.31	36.18	1
0	0	0.6	36.18	0
0	1	56.66	56.66	0
0	1	18.52	56.66	0
0	1	6.51	56.66	0
0	0	6.48	56.66	0
0	0	6.18	56.66	0
0	1	2.86	56.66	0
0	0	2.75	56.66	0
1	0	33.5	33.5	0
0	1	18.55	33.5	1
0	0	9.11	33.5	0
0	0	7.44	33.5	0
0	1	7.01	33.5	0
0	0	6.23	33.5	0
0	0	5.27	33.5	1
0	0	5.01	33.5	0
0	0	4.87	33.5	0
0	1	2.19	33.5	0
0	1	0.77	33.5	0
1	0	29.71	29.71	1
1	0	18.27	29.71	0
0	1	13.32	29.71	0
0	0	10.63	29.71	0
0	0	7.81	29.71	0
0	0	6.73	29.71	0
0	0	4.72	29.71	0
0	1	3.28	29.71	0
0	1	3.19	29.71	0
0	0	2.28	29.71	0
1	0	26.08	26.08	0
0	1	25.99	26.08	0
0	1	15.95	26.08	1
0	1	7.0	26.08	0
0	0	5.59	26.08	0
1	0	5.46	26.08	0
0	1	4.44	26.08	0
0	1	2.62	26.08	1
0	0	2.31	26.08	0
0	0	2.02	26.08	0
0	1	2.0	26.08	1
0	0	0.47	26.08	1
0	1	33.36	33.36	1
1	0	26.33	33.36	0
0	1	11.06	33.36	0
0	0	7.86	33.36	0
0	0	5.79	33.36	0
0	1	4.96	33.36	0
0	1	3.96	33.36	0
0	1	3.93	33.36	0
0	0	1.3	33.36	0
0	1	0.79	33.36	0
0	1	0.6	33.36	0
0	1	24.75	24.75	0
1	0	20.54	24.75	0
1	0	11.65	24.75	0
0	1	7.6	24.75	0
0	0	5.62	24.75	0
0	1	5.45	24.75	1
0	0	5.29	24.75	0
0	1	4.32	24.75	1
0	1	3.46	24.75	0
0	0	3.37	24.75	0
0	1	3.0	24.75	0
0	1	2.53	24.75	0
0	1	2.36	24.75	0
1	0	28.43	28.43	1
0	1	19.89	28.43	0
1	0	7.48	28.43	0
0	1	7.13	28.43	0
0	1	5.95	28.43	0
0	0	5.76	28.43	1
0	0	5.42	28.43	0
0	0	3.63	28.43	0
0	1	2.92	28.43	0
0	1	2.71	28.43	0
0	1	2.65	28.43	0
0	1	1.92	28.43	0
0	1	1.86	28.43	0
0	0	1.66	28.43	0
0	1	0.91	28.43	0
0	1	0.9	28.43	0
0	1	0.71	28.43	0
0	1	24.29	24.29	0
1	0	20.75	24.29	0
0	1	14.6	24.29	0
0	0	11.53	24.29	0
0	0	7.56	24.29	0
0	0	6.97	24.29	0
1	0	6.49	24.29	1
0	0	4.26	24.29	0
0	0	3.52	24.29	0
0	1	33.0	33.0	1
0	1	14.05	33.0	0
1	0	11.44	33.0	0
0	1	8.9	33.0	0
1	0	5.2	33.0	0
0	0	5.07	33.0	0
0	1	4.84	33.0	1
0	1	3.88	33.0	0
0	1	2.88	33.0	0
0	0	1.91	33.0	0
0	1	1.87	33.0	0
0	1	1.69	33.0	1
0	0	1.33	33.0	0
0	0	1.31	33.0	0
0	1	0.98	33.0	0
0	1	0.77	33.0	1
0	0	0.42	33.0	0
0	1	0.37	33.0	0
0	1	50.4	50.4	1
0	1	15.1	50.4	0
0	0	5.71	50.4	0
0	1	4.45	50.4	1
0	0	3.67	50.4	1
1	0	3.53	50.4	0
0	1	3.27	50.4	0
0	1	3.15	50.4	0
0	0	3.01	50.4	0
0	1	3.01	50.4	0
0	1	2.46	50.4	0
0	1	2.16	50.4	0
0	1	39.02	39.02	1
1	0	14.69	39.02	0
0	0	9.99	39.02	0
0	1	3.89	39.02	0
0	0	3.8	39.02	0
0	0	3.47	39.02	0
0	1	3.04	39.02	0
0	1	2.87	39.02	1
1	0	2.67	39.02	0
0	0	2.4	39.02	0
0	1	2.33	39.02	0
0	1	2.33	39.02	0
0	1	2.15	39.02	0
0	1	2.08	39.02	0
0	1	1.64	39.02	1
0	1	1.44	39.02	1
0	1	0.85	39.02	1
0	1	0.66	39.02	0
0	1	0.32	39.02	0
0	1	0.26	39.02	0
0	1	31.25	31.25	0
0	1	15.94	31.25	0
0	1	12.77	31.25	0
1	0	8.99	31.25	0
0	1	8.84	31.25	0
0	0	7.97	31.25	0
0	0	7.0	31.25	0
0	0	3.84	31.25	0
0	0	3.36	31.25	0
0	0	30.27	30.27	0
0	1	13.76	30.27	0
0	0	10.51	30.27	0
1	0	9.77	30.27	0
0	1	8.05	30.27	0
0	0	7.41	30.27	0
0	0	4.43	30.27	0
0	0	4.08	30.27	0
0	0	3.58	30.27	0
0	1	3.13	30.27	1
0	1	2.57	30.27	0
0	1	1.11	30.27	0
0	0	0.9	30.27	0
0	1	0.37	30.27	0
1	0	27.55	27.55	1
0	0	13.36	27.55	1
0	0	10.72	27.55	0
0	0	8.57	27.55	0
1	0	7.07	27.55	0
0	1	5.73	27.55	0
0	0	4.83	27.55	0
0	1	4.8	27.55	0
0	0	4.54	27.55	0
0	0	3.48	27.55	0
0	1	2.99	27.55	0
0	1	2.69	27.55	0
0	0	2.66	27.55	0
0	1	0.95	27.55	0
0	1	72.73	72.73	1
1	0	12.4	72.73	0
0	1	7.9	72.73	0
0	0	2.55	72.73	0
0	1	2.1	72.73	1
0	1	0.65	72.73	0
0	1	0.55	72.73	0
0	1	0.45	72.73	0
0	1	0.3	72.73	0
0	1	0.25	72.73	0
0	0	0.1	72.73	0
0	1	47.47	47.47	1
0	1	27.66	47.47	0
0	0	6.57	47.47	0
0	1	5.06	47.47	0
0	0	3.93	47.47	0
0	1	3.14	47.47	1
0	1	3.07	47.47	0
0	1	1.82	47.47	0
0	1	1.23	47.47	0
0	0	34.17	34.17	0
0	1	16.88	34.17	0
1	0	11.29	34.17	1
0	1	7.15	34.17	0
0	1	4.87	34.17	0
0	1	4.51	34.17	1
0	1	4.16	34.17	0
0	1	3.3	34.17	0
0	1	2.18	34.17	0
0	1	2.02	34.17	0
0	0	1.56	34.17	0
0	1	1.39	34.17	0
0	1	1.05	34.17	0
0	0	1.02	34.17	0
0	0	0.67	34.17	0
0	1	0.6	34.17	1
0	1	0.55	34.17	0
0	1	0.37	34.17	0
0	1	0.28	34.17	0
0	1	0.27	34.17	0
0	1	0.25	34.17	0
0	1	0.23	34.17	0
0	1	0.2	34.17	0
0	1	0.19	34.17	0
0	1	0.12	34.17	0
0	1	0.12	34.17	0
0	1	0.11	34.17	0
0	1	0.1	34.17	0
0	1	0.07	34.17	0
0	1	0.07	34.17	0
0	1	0.07	34.17	0
0	1	34.12	34.12	0
0	1	31.15	34.12	1
1	0	10.89	34.12	1
0	0	8.94	34.12	0
0	1	4.55	34.12	0
0	0	1.76	34.12	0
0	0	1.41	34.12	1
0	1	1.21	34.12	0
0	0	1.2	34.12	0
0	1	0.67	34.12	0
0	1	0.51	34.12	0
0	1	0.49	34.12	0
0	1	0.41	34.12	0
0	1	0.37	34.12	0
0	1	0.27	34.12	0
0	1	0.26	34.12	0
0	1	0.26	34.12	0
0	1	0.25	34.12	0
0	1	0.24	34.12	0
0	1	0.2	34.12	0
0	1	0.17	34.12	0
0	1	0.16	34.12	0
0	1	0.15	34.12	0
0	1	0.14	34.12	0
0	1	0.13	34.12	0
0	1	27.35	27.35	1
0	1	15.41	27.35	0
0	1	10.37	27.35	0
1	0	8.99	27.35	0
0	0	8.76	27.35	0
0	1	7.34	27.35	0
0	1	6.3	27.35	0
0	0	4.33	27.35	0
0	0	3.34	27.35	0
0	1	2.76	27.35	0
0	1	2.52	27.35	0
0	1	0.56	27.35	0
0	1	0.54	27.35	0
0	1	0.51	27.35	0
0	1	0.46	27.35	0
0	1	0.38	27.35	0
0	1	39.54	39.54	0
0	1	32.87	39.54	1
1	0	8.82	39.54	0
0	0	3.84	39.54	1
0	1	2.89	39.54	0
0	1	2.43	39.54	0
1	0	2.08	39.54	0
0	0	1.55	39.54	0
